epoch,avg_reward,avg_pipes,max_pipes,policy_loss,value_loss,entropy,steps,seconds
403,-0.125,0.000,0,-0.0236,0.7429,0.4467,400,832.1
404,2.512,0.250,2,0.0159,1.0769,0.4568,497,834.8
405,0.475,0.000,0,-0.0006,0.7555,0.4536,424,837.2
406,3.025,0.125,1,0.0047,0.7362,0.4624,522,840.0
407,-1.175,0.000,0,-0.0509,0.8353,0.4429,359,842.0
408,-3.413,0.000,0,-0.1073,0.9730,0.4358,269,843.5
409,-2.038,0.000,0,0.0427,0.9099,0.4286,324,845.2
410,0.475,0.000,0,-0.0044,0.7120,0.4254,425,847.7
411,0.212,0.000,0,0.0668,0.7789,0.4290,415,850.0
412,-1.563,0.000,0,0.0653,0.8543,0.4348,343,851.8
413,-0.225,0.250,2,0.0525,1.4127,0.4372,386,853.9
414,0.350,0.000,0,0.0330,0.6747,0.4565,419,856.3
415,1.525,0.125,1,0.0513,0.8833,0.4732,462,858.8
416,-1.800,0.000,0,-0.0409,0.9136,0.4815,333,860.6
417,0.712,0.000,0,0.0209,0.7046,0.4880,436,863.0
418,-1.613,0.000,0,-0.0386,0.8487,0.4886,340,864.9
419,-0.400,0.000,0,-0.0502,0.7601,0.4876,389,867.0
420,5.775,0.250,2,0.0493,0.8573,0.4801,626,870.4
421,0.850,0.125,1,-0.0374,0.7927,0.4721,434,872.8
422,0.687,0.125,1,0.0083,0.9535,0.4607,428,875.1
423,-0.888,0.125,1,-0.0461,0.9586,0.4505,365,877.1
424,-0.513,0.125,1,-0.0030,1.0971,0.4491,381,879.2
425,0.412,0.000,0,0.0099,0.6905,0.4508,422,881.5
426,0.262,0.000,0,-0.0133,0.7504,0.4519,416,883.8
427,-1.413,0.000,0,-0.0208,0.9154,0.4523,348,885.7
428,0.112,0.000,0,0.0024,0.7834,0.4632,410,887.9
429,-2.275,0.000,0,-0.0301,0.8663,0.4576,314,889.6
430,0.675,0.000,0,-0.0190,0.7227,0.4718,433,892.0
431,-0.750,0.250,1,-0.0089,1.1510,0.4807,367,894.0
432,-0.300,0.000,0,-0.0503,0.8216,0.4820,393,896.2
433,-1.875,0.000,0,-0.0949,0.9030,0.4855,331,897.9
434,-0.900,0.000,0,-0.0582,0.8034,0.4927,370,900.0
435,-1.300,0.000,0,-0.1068,0.8447,0.4897,353,902.0
436,-1.338,0.000,0,-0.0990,0.8479,0.4828,353,904.0
437,-0.963,0.000,0,-0.0342,0.8142,0.4598,367,906.0
438,-0.438,0.000,0,0.0439,0.7243,0.4515,389,908.2
439,2.987,0.125,1,0.0789,0.6408,0.4228,519,911.0
440,-0.450,0.000,0,-0.0211,0.8252,0.4164,386,913.2
441,-3.150,0.000,0,0.1114,1.0283,0.4008,279,914.7
442,-2.500,0.000,0,-0.0005,1.0189,0.3939,305,916.4
443,-4.088,0.000,0,-0.0031,1.0416,0.4042,242,917.8
444,-2.050,0.125,1,-0.0253,1.0731,0.4073,319,919.5
445,0.962,0.000,0,0.0336,0.7076,0.4234,444,922.0
446,-0.975,0.000,0,0.0130,0.8341,0.4323,366,924.0
447,2.087,0.125,1,0.0384,0.7462,0.4364,484,926.6
448,-1.875,0.000,0,-0.0427,0.8974,0.4444,330,928.5
449,-0.563,0.125,1,0.0557,1.0495,0.4442,379,930.5
450,-0.500,0.000,0,-0.0009,0.8310,0.4506,386,932.6
451,-0.575,0.000,0,-0.0492,0.8142,0.4538,383,934.7
452,-1.163,0.000,0,-0.0641,0.8104,0.4571,359,936.8
453,-1.025,0.000,0,-0.0388,0.8674,0.4486,365,938.8
454,-2.100,0.000,0,-0.0748,0.9242,0.4490,322,940.5
455,0.875,0.000,0,0.0158,0.7286,0.4405,440,942.9
456,1.962,0.125,1,0.0471,0.8834,0.4313,480,945.5
457,-1.450,0.000,0,0.0341,0.8816,0.4212,347,947.3
458,-0.550,0.125,1,0.0389,0.9235,0.4177,378,949.4
459,-0.950,0.000,0,0.0012,0.8681,0.4270,368,951.4
460,1.187,0.125,1,0.0761,0.9629,0.4267,449,953.8
461,-1.988,0.000,0,0.0873,0.8708,0.4424,326,955.6
462,-1.375,0.000,0,-0.0351,0.8125,0.4559,352,957.5
463,2.062,0.375,1,0.0967,1.0481,0.4623,474,960.1
464,-0.650,0.000,0,0.0429,0.7655,0.4831,380,962.2
465,-2.663,0.000,0,-0.0503,0.8989,0.5018,299,963.8
466,-0.913,0.000,0,-0.0296,0.8745,0.5113,369,965.8
467,-3.337,0.000,0,-0.1400,0.8975,0.5262,272,967.4
468,0.775,0.125,1,0.0312,0.8979,0.5109,432,969.8
469,-1.488,0.000,0,-0.0136,0.8312,0.5162,346,971.7
470,-1.425,0.000,0,-0.0915,0.8664,0.5121,350,973.7
471,-1.863,0.000,0,-0.0369,0.8603,0.4963,331,975.4
472,-1.525,0.000,0,-0.0698,0.8724,0.4836,345,977.4
473,-1.350,0.000,0,-0.0295,0.8800,0.4604,351,979.3
474,-2.725,0.000,0,-0.0901,0.9266,0.4502,297,980.9
475,4.225,0.125,1,0.1111,0.6642,0.4174,569,984.2
476,-3.063,0.000,0,-0.0552,0.9864,0.4143,282,985.8
477,-0.938,0.000,0,0.0902,0.7674,0.3923,368,987.8
478,-2.775,0.000,0,0.0264,0.9470,0.3910,294,989.5
479,-3.375,0.000,0,0.0206,0.9746,0.3960,271,991.0
480,0.562,0.000,0,0.0660,0.7105,0.4020,429,993.3
481,-0.113,0.000,0,0.0307,0.7237,0.4088,401,995.5
482,-1.013,0.000,0,-0.0313,0.8092,0.4244,366,997.5
483,1.712,0.125,1,0.0885,0.9298,0.4198,469,1000.0
484,-2.175,0.000,0,-0.0710,0.9405,0.4407,318,1001.8
485,1.525,0.000,0,0.0054,0.6737,0.4396,467,1004.4
486,-2.075,0.000,0,-0.1468,0.8498,0.4544,323,1006.2
487,-0.688,0.000,0,-0.0284,0.7820,0.4410,379,1008.2
488,-0.500,0.000,0,0.0497,0.7878,0.4322,386,1010.5
489,-0.213,0.125,1,-0.0183,0.9216,0.4212,394,1012.6
490,-2.038,0.000,0,-0.0139,0.8815,0.4199,326,1014.4
491,-2.100,0.000,0,-0.0265,0.8436,0.4145,322,1016.2
492,1.162,0.125,1,0.0604,0.9102,0.4045,448,1018.8
493,-0.763,0.000,0,0.0655,0.7938,0.4048,375,1021.1
494,-1.513,0.125,1,0.0138,1.2454,0.4078,340,1023.0
495,5.937,0.250,1,0.0745,0.6002,0.4199,632,1026.6
496,0.250,0.000,0,0.0395,0.7269,0.4371,416,1028.9
497,0.312,0.000,0,0.0452,0.7454,0.4498,420,1031.3
498,-1.038,0.000,0,-0.0778,0.8947,0.4539,365,1033.3
499,-0.700,0.000,0,-0.0237,0.8068,0.4587,377,1035.4
500,0.187,0.000,0,-0.0476,0.7379,0.4614,413,1037.6
501,-1.363,0.000,0,-0.0259,0.9006,0.4580,351,1041.2
502,1.112,0.125,1,0.0084,0.9564,0.4619,444,1043.6
503,0.812,0.000,0,-0.0418,0.7168,0.4747,439,1046.0
504,-0.613,0.000,0,-0.0474,0.8045,0.4708,382,1048.1
505,1.687,0.000,0,-0.0124,0.6421,0.4716,473,1050.7
506,-3.138,0.000,0,-0.1041,0.9920,0.4624,281,1052.3
507,-0.138,0.000,0,-0.0729,0.7597,0.4483,401,1054.4
508,-1.138,0.000,0,-0.0214,0.8160,0.4332,359,1056.4
509,0.362,0.125,1,0.0507,0.7451,0.4167,415,1058.6
510,-1.663,0.000,0,0.0206,0.9104,0.4049,339,1060.5
511,1.087,0.250,2,0.0932,1.2365,0.3989,439,1062.8
512,-0.125,0.000,0,-0.0192,0.7785,0.4095,400,1065.0
513,-4.363,0.000,0,0.0398,0.9480,0.4136,231,1066.3
514,2.225,0.125,1,0.0655,0.8494,0.4313,490,1068.9
515,1.687,0.125,1,0.0337,0.6894,0.4491,468,1071.4
516,-0.688,0.125,1,0.0121,0.8680,0.4568,373,1073.5
517,-1.825,0.000,0,-0.0441,0.9365,0.4792,333,1075.3
518,0.812,0.000,0,-0.0048,0.7289,0.4845,438,1077.7
519,-2.575,0.000,0,-0.0740,0.9050,0.4925,302,1079.3
520,-0.788,0.000,0,-0.0580,0.8426,0.4962,374,1081.4
521,0.412,0.000,0,-0.0253,0.7251,0.4948,423,1083.7
522,1.562,0.125,1,0.0120,0.7498,0.4838,462,1086.2
523,0.937,0.125,1,0.0016,0.9884,0.4752,438,1088.7
524,-0.138,0.000,0,-0.0620,0.7561,0.4680,399,1090.9
525,-0.088,0.000,0,0.0129,0.7836,0.4586,402,1093.0
526,-0.125,0.000,0,-0.0134,0.7418,0.4462,400,1095.2
527,-1.488,0.000,0,-0.0362,0.8375,0.4318,346,1097.1
528,1.912,0.000,0,0.0254,0.6273,0.4135,483,1099.7
529,-0.038,0.125,1,0.0529,1.0709,0.3979,398,1101.9
530,-1.425,0.000,0,0.0381,0.8372,0.3971,350,1103.8
531,-2.063,0.000,0,0.1113,0.9726,0.4221,323,1105.5
532,1.762,0.125,1,0.0471,0.8805,0.4054,471,1108.0
533,-0.513,0.000,0,0.0315,0.7153,0.4235,385,1110.1
534,0.250,0.000,0,-0.0024,0.7381,0.4230,416,1112.3
535,-3.813,0.000,0,-0.0894,1.0455,0.4399,253,1113.7
536,-0.225,0.000,0,-0.0192,0.7656,0.4413,397,1115.8
537,-0.613,0.000,0,-0.0037,0.8084,0.4473,380,1117.8
538,-2.725,0.000,0,-0.0760,0.9692,0.4478,297,1119.5
539,-0.075,0.000,0,0.0252,0.7727,0.4539,403,1121.6
540,2.050,0.125,1,0.0777,0.6811,0.4527,482,1124.2
541,-0.575,0.000,0,-0.0098,0.7726,0.4551,383,1126.3
542,0.687,0.000,0,0.0078,0.7020,0.4543,433,1128.6
543,0.475,0.125,1,0.0161,0.7942,0.4475,420,1130.9
544,0.475,0.000,0,-0.0052,0.6423,0.4433,424,1133.2
545,-1.388,0.125,1,-0.0051,1.2160,0.4351,346,1135.1
546,0.775,0.125,1,0.0536,0.8880,0.4344,430,1137.4
547,3.250,0.250,2,0.0530,1.0301,0.4337,526,1140.4
548,-1.688,0.000,0,-0.0743,0.8847,0.4387,337,1142.5
549,-1.038,0.000,0,0.0021,0.8385,0.4367,365,1144.5
550,-1.488,0.000,0,-0.0908,0.9954,0.4546,347,1146.4
551,-0.938,0.000,0,-0.1081,0.8073,0.4664,368,1148.4
552,-0.100,0.000,0,-0.0372,0.7773,0.4744,402,1150.8
553,0.975,0.000,0,-0.0544,0.7020,0.4757,444,1153.2
554,-1.175,0.000,0,-0.0610,0.8765,0.4830,359,1155.3
555,-2.988,0.000,0,-0.0694,0.8982,0.4779,287,1157.0
556,-1.188,0.000,0,0.0033,0.8952,0.4750,359,1158.9
557,0.112,0.000,0,0.0619,0.7186,0.4730,409,1161.3
558,3.912,0.250,2,0.1012,0.8138,0.4717,552,1164.4
559,-0.363,0.125,1,-0.0012,0.9392,0.4750,387,1166.5
560,-0.788,0.000,0,-0.0464,0.8094,0.4701,375,1168.6
561,-0.475,0.000,0,-0.0226,0.7491,0.4624,387,1170.7
562,0.487,0.000,0,0.0066,0.7465,0.4464,426,1173.0
563,0.387,0.125,1,0.0157,0.9439,0.4469,416,1175.3
564,2.325,0.000,0,0.0641,0.5873,0.4269,499,1178.0
565,-0.025,0.125,1,-0.0100,0.8336,0.4176,400,1180.2
566,-0.575,0.000,0,0.0366,0.7374,0.4060,384,1182.3
567,0.987,0.125,1,0.0055,0.7240,0.4002,442,1184.8
568,-1.438,0.000,0,0.0670,0.9445,0.3880,349,1186.7
569,-1.750,0.000,0,-0.0517,0.8279,0.3839,335,1188.5
570,-0.988,0.000,0,0.0178,0.8736,0.3890,365,1190.5
571,-1.513,0.000,0,-0.0160,0.9172,0.3991,346,1192.4
572,0.950,0.000,0,-0.0416,0.6335,0.4171,443,1194.8
573,2.562,0.125,1,0.0825,0.7867,0.4147,503,1197.5
574,2.250,0.000,0,0.0420,0.5662,0.4125,495,1200.2
575,-0.625,0.000,0,-0.0229,0.7535,0.4260,380,1202.3
576,1.587,0.000,0,0.0079,0.6046,0.4306,468,1204.9
577,-0.700,0.000,0,-0.0199,0.7616,0.4293,378,1206.9
578,-1.438,0.125,1,-0.0603,1.0250,0.4308,343,1208.8
579,-1.188,0.000,0,-0.0284,0.8337,0.4352,359,1210.7
580,-0.775,0.000,0,-0.0217,0.8328,0.4332,374,1212.8
581,-0.213,0.000,0,0.0123,0.6462,0.4482,397,1214.9
582,-2.463,0.000,0,-0.0496,0.9611,0.4522,308,1216.6
583,0.337,0.000,0,-0.0311,0.7240,0.4486,420,1218.8
584,-0.588,0.000,0,0.0550,0.8661,0.4537,382,1220.9
585,-1.938,0.000,0,-0.1111,0.8776,0.4609,328,1222.6
586,-2.475,0.000,0,0.0030,1.0280,0.4556,307,1224.2
587,-1.525,0.000,0,-0.0453,0.8495,0.4530,346,1226.1
588,-0.675,0.000,0,-0.0187,0.7319,0.4566,378,1228.2
589,0.075,0.000,0,0.0629,0.7825,0.4500,408,1230.4
590,5.087,0.250,1,0.0953,0.5983,0.4444,599,1233.6
591,-2.113,0.000,0,-0.0291,0.9110,0.4316,321,1235.3
592,-0.538,0.000,0,0.0184,0.7665,0.4273,383,1237.4
593,-1.700,0.125,1,-0.0065,1.0204,0.4214,333,1239.2
594,0.937,0.000,0,0.0304,0.6706,0.4284,442,1241.6
595,2.625,0.125,1,0.0409,0.7611,0.4259,506,1244.4
596,-0.025,0.125,1,0.0119,0.9963,0.4260,401,1246.6
597,1.000,0.000,0,-0.0232,0.7174,0.4380,446,1249.1
598,-1.288,0.000,0,-0.0801,0.7535,0.4336,354,1251.0
599,-1.175,0.125,1,-0.0902,0.9494,0.4353,354,1252.9
600,-3.200,0.000,0,-0.0390,0.9394,0.4396,278,1254.4
601,-1.200,0.000,0,-0.0667,0.8814,0.4470,357,1256.3
602,-2.563,0.000,0,-0.1070,0.9854,0.4495,304,1257.9
603,-0.675,0.000,0,0.0084,0.7936,0.4504,379,1259.9
604,0.512,0.000,0,0.0381,0.7087,0.4430,426,1262.3
605,0.450,0.000,0,0.0513,0.7678,0.4413,423,1264.6
606,4.375,0.250,1,0.0662,0.6914,0.4438,571,1267.8
607,-1.950,0.125,1,0.0399,1.2258,0.4316,323,1269.5
608,-0.075,0.000,0,0.0299,0.7290,0.4330,402,1271.7
609,-3.838,0.000,0,0.0357,1.0387,0.4317,252,1273.0
610,-0.400,0.000,0,0.0095,0.7994,0.4446,390,1275.1
611,-0.913,0.000,0,-0.0326,0.8581,0.4445,370,1277.2
612,-0.200,0.125,1,-0.0696,0.9804,0.4569,394,1279.4
613,5.137,0.250,1,0.0438,0.7508,0.4661,602,1282.6
614,-0.825,0.125,1,-0.0113,1.0656,0.4570,368,1284.7
615,0.650,0.000,0,0.0096,0.7256,0.4627,430,1287.0
616,-3.475,0.000,0,-0.0013,0.8914,0.4610,266,1288.5
617,3.012,0.125,1,0.0005,0.8115,0.4729,522,1291.3
618,2.112,0.125,1,0.0336,0.8590,0.4698,484,1293.9
619,-2.038,0.000,0,-0.0056,0.8828,0.4668,326,1295.7
620,-0.363,0.000,0,-0.0290,0.7940,0.4707,391,1297.8
621,-0.113,0.000,0,0.0260,0.7978,0.4687,402,1300.1
622,-2.313,0.000,0,-0.1016,0.8816,0.4708,313,1301.8
623,-1.513,0.000,0,-0.0625,0.8864,0.4567,345,1303.6
624,-2.888,0.000,0,-0.0257,0.9452,0.4436,290,1305.2
625,0.300,0.125,1,0.0066,0.9930,0.4288,414,1307.4
626,0.925,0.000,0,0.0537,0.7221,0.4232,442,1309.9
627,-2.513,0.000,0,0.0517,0.8742,0.4117,305,1311.6
628,0.062,0.000,0,0.0674,0.7534,0.4104,408,1313.9
629,-0.863,0.000,0,0.0272,0.7436,0.4179,371,1315.9
630,-2.025,0.000,0,0.0148,0.8404,0.4191,325,1317.7
631,-0.938,0.000,0,0.0293,0.7818,0.4244,369,1319.7
632,-1.800,0.000,0,-0.0059,0.8842,0.4288,333,1321.6
633,2.650,0.125,1,0.0644,0.6476,0.4286,505,1324.3
634,-1.350,0.000,0,-0.0496,0.8311,0.4460,351,1326.2
635,-0.850,0.000,0,-0.0013,0.8965,0.4447,372,1328.2
636,-3.300,0.000,0,-0.1311,0.9324,0.4672,274,1329.7
637,0.162,0.000,0,0.0005,0.6759,0.4482,411,1332.0
638,-0.213,0.000,0,-0.0186,0.7394,0.4509,397,1334.2
639,-0.388,0.000,0,0.0386,0.7828,0.4349,390,1336.3
640,-1.938,0.000,0,-0.0260,0.9115,0.4463,328,1338.1
641,-0.550,0.000,0,0.0293,0.9020,0.4343,384,1340.2
642,0.850,0.250,1,0.0380,1.0776,0.4336,430,1342.5
643,4.037,0.125,1,0.0594,0.6175,0.4450,563,1345.5
644,-3.100,0.000,0,-0.0446,0.9583,0.4751,282,1347.1
645,-0.600,0.000,0,-0.0811,0.8318,0.4730,381,1349.1
646,-1.113,0.125,1,-0.0497,1.0493,0.4830,355,1351.0
647,-1.963,0.000,0,-0.1252,0.9215,0.4925,327,1352.9
648,-3.013,0.000,0,-0.0817,0.9944,0.4938,286,1354.5
649,-1.138,0.000,0,-0.0395,0.8909,0.4959,360,1356.4
650,-2.450,0.000,0,-0.0669,0.8865,0.5001,308,1358.1
651,-2.650,0.000,0,-0.0411,0.9647,0.5037,300,1359.7
652,1.525,0.125,1,0.0587,0.9327,0.4900,461,1362.3
653,-3.425,0.000,0,-0.0855,0.9176,0.5104,268,1363.7
654,-1.300,0.000,0,-0.0273,0.8057,0.5018,354,1365.6
655,-0.888,0.125,1,-0.0002,0.8915,0.4906,365,1367.6
656,-0.550,0.000,0,0.0025,0.8490,0.4858,384,1369.7
657,0.187,0.000,0,-0.0111,0.8106,0.4793,413,1372.0
658,-0.625,0.000,0,0.0106,0.8310,0.4699,381,1374.1
659,-0.713,0.000,0,0.0148,0.8334,0.4535,378,1376.2
660,-3.325,0.000,0,-0.0249,0.8918,0.4469,272,1377.7
661,2.450,0.125,1,0.0938,0.8027,0.4084,499,1380.4
662,-1.325,0.000,0,0.0255,0.8533,0.4160,353,1382.4
663,1.237,0.000,0,0.0188,0.6751,0.3960,455,1384.8
664,-1.263,0.000,0,0.0783,0.8363,0.3906,355,1386.7
665,-1.738,0.125,1,-0.0258,1.1131,0.3801,331,1388.6
666,-3.387,0.000,0,0.0242,0.9519,0.3927,271,1390.0
667,-1.238,0.000,0,0.0520,0.8219,0.3931,356,1392.0
668,-1.088,0.000,0,0.0417,0.8172,0.4050,364,1394.0
669,-1.688,0.000,0,-0.0196,0.8926,0.4282,338,1396.0
670,-0.838,0.000,0,0.0200,0.8168,0.4406,372,1398.0
671,0.350,0.125,1,0.0238,1.0001,0.4435,416,1400.3
672,-1.313,0.000,0,-0.0327,0.8502,0.4756,352,1402.3
673,0.287,0.000,0,0.0046,0.7695,0.4833,417,1404.7
674,-3.387,0.000,0,-0.0310,0.8790,0.4943,272,1406.2
675,-0.213,0.000,0,-0.0425,0.7825,0.4797,397,1408.4
676,-3.275,0.000,0,-0.0988,0.8818,0.4910,274,1410.0
677,-1.163,0.000,0,0.0131,0.8181,0.4610,359,1412.0
678,3.687,0.250,2,0.1243,0.8847,0.4304,543,1415.1
679,1.050,0.125,1,0.0972,0.7506,0.4374,443,1417.5
680,0.837,0.125,1,0.0882,0.7975,0.4408,434,1419.9
681,-3.450,0.000,0,-0.1514,1.0994,0.4598,268,1421.5
682,-3.188,0.000,0,-0.1548,0.9726,0.4643,279,1423.0
683,-0.250,0.000,0,-0.0259,0.8117,0.4445,396,1425.2
684,-0.975,0.000,0,0.0015,0.8560,0.4291,366,1427.2
685,3.062,0.125,1,0.0889,0.6388,0.4254,523,1430.1
686,2.450,0.000,0,-0.0053,0.5848,0.4226,503,1432.8
687,0.362,0.000,0,0.0267,0.7569,0.4180,420,1435.1
688,4.012,0.250,2,0.0599,0.7927,0.4009,556,1438.3
689,-0.663,0.000,0,-0.0978,0.7827,0.3991,379,1440.4
690,-1.613,0.000,0,0.0026,0.8980,0.3863,341,1442.3
691,-1.838,0.000,0,-0.0653,0.9220,0.3955,333,1444.1
692,-1.325,0.000,0,0.0376,0.9157,0.3984,352,1446.1
693,-3.350,0.000,0,-0.0381,0.9345,0.4136,272,1447.6
694,-2.263,0.000,0,-0.0191,0.8712,0.4260,317,1449.4
695,0.125,0.000,0,0.0219,0.7693,0.4319,410,1451.7
696,2.762,0.125,1,0.1197,0.6326,0.4467,512,1454.5
697,-0.113,0.125,1,0.0146,1.0465,0.4564,395,1456.7
698,-0.413,0.000,0,0.0586,0.8243,0.4670,389,1458.9
699,-2.000,0.000,0,-0.0333,0.9427,0.4909,326,1460.7
700,-0.050,0.000,0,0.0266,0.8007,0.4790,404,1462.9
701,-2.200,0.000,0,-0.0688,0.9682,0.4930,318,1464.7
702,-2.075,0.125,1,-0.0763,1.0885,0.4936,317,1466.5
703,-0.725,0.000,0,-0.0812,0.8247,0.4907,376,1468.6
704,-1.025,0.000,0,0.0558,0.9003,0.4815,363,1470.7
705,-0.163,0.125,1,0.0200,1.0096,0.4752,393,1473.0
706,-0.925,0.000,0,-0.0913,0.8668,0.4776,368,1475.0
707,0.900,0.000,0,0.0169,0.7285,0.4744,441,1477.5
708,-2.638,0.000,0,-0.0868,0.8845,0.4684,299,1479.2
709,-1.150,0.000,0,-0.0773,0.8742,0.4590,360,1481.2
710,2.712,0.000,0,0.0090,0.6387,0.4461,514,1484.0
711,1.550,0.375,2,-0.0043,1.0606,0.4336,452,1486.5
712,-0.363,0.000,0,-0.0097,0.8611,0.4231,390,1488.7
713,-1.938,0.000,0,0.0353,0.8733,0.4111,327,1490.5
714,-1.188,0.000,0,0.0090,0.8415,0.4065,359,1492.5
715,-2.425,0.000,0,-0.0132,0.8881,0.4002,309,1494.2
716,2.487,0.000,0,0.0794,0.6404,0.3928,505,1497.0
717,0.625,0.000,0,-0.0056,0.7006,0.3934,431,1499.4
718,-2.388,0.125,1,0.0154,1.0306,0.3860,305,1501.1
719,-2.913,0.000,0,0.0038,0.9950,0.3935,289,1502.7
720,-1.675,0.125,1,0.0216,0.9707,0.3889,334,1504.6
721,0.112,0.125,1,0.0565,0.8040,0.3927,405,1506.9
722,4.000,0.125,1,0.0733,0.5788,0.3932,561,1510.1
723,1.112,0.000,0,0.0670,0.6746,0.4008,450,1512.6
724,-0.875,0.000,0,0.0577,0.8126,0.4069,371,1514.7
725,2.175,0.125,1,0.0524,0.8651,0.4071,487,1517.3
726,-0.888,0.125,1,0.0201,0.8707,0.4176,365,1519.4
727,0.200,0.000,0,0.0185,0.7413,0.4188,413,1521.7
728,-4.775,0.000,0,-0.0217,0.9750,0.4354,214,1522.9
729,0.987,0.000,0,0.0540,0.7106,0.4455,445,1525.3
730,3.300,0.250,2,0.0813,0.8535,0.4540,528,1528.2
731,1.912,0.000,0,0.0130,0.6277,0.4701,481,1530.8
732,-0.775,0.000,0,-0.0565,0.7937,0.4803,375,1532.9
733,-3.238,0.000,0,-0.1440,0.9025,0.4922,277,1534.5
734,0.400,0.000,0,-0.0157,0.7773,0.4871,420,1536.9
735,-3.712,0.000,0,-0.0393,0.8808,0.4906,257,1538.3
736,1.437,0.000,0,-0.0006,0.6055,0.4858,464,1541.0
737,-1.138,0.125,1,0.0083,1.0222,0.4860,355,1542.9
738,-0.438,0.000,0,-0.0133,0.7987,0.4900,388,1545.0
739,0.012,0.000,0,-0.0043,0.7112,0.4834,407,1547.2
740,1.362,0.000,0,0.0759,0.7045,0.4707,460,1549.7
741,-0.900,0.000,0,-0.0075,0.7591,0.4746,369,1551.8
742,-2.075,0.000,0,-0.0422,0.9890,0.4752,323,1553.6
743,-0.638,0.000,0,0.0019,0.7618,0.4660,380,1555.6
744,2.025,0.000,0,0.0331,0.6025,0.4527,487,1558.3
745,0.675,0.000,0,0.0513,0.7076,0.4400,432,1560.7
746,-1.150,0.000,0,0.0515,0.8070,0.4447,360,1562.7
747,0.987,0.000,0,0.0041,0.5469,0.4442,444,1565.1
748,2.725,0.125,1,0.0084,0.8706,0.4388,510,1567.8
749,0.650,0.000,0,-0.0014,0.6771,0.4440,432,1570.2
750,-3.213,0.000,0,-0.1313,1.1203,0.4443,277,1571.7
751,-1.938,0.125,1,-0.1066,1.1570,0.4523,323,1575.1
752,-1.975,0.000,0,-0.0019,0.9303,0.4579,328,1576.8
753,-2.700,0.000,0,-0.1027,0.8677,0.4847,298,1578.5
754,-0.975,0.125,1,-0.0154,0.9644,0.5011,363,1580.5
755,-0.363,0.000,0,-0.0466,0.8157,0.5219,391,1582.6
756,-2.013,0.000,0,-0.0548,0.9493,0.5406,324,1584.4
